"Item_Title","Component_Title","Config_Title","Enrollment_Status","Program_Type","Program_Modality","Additional_COA_Components","COA_Component_Cost_Type","COA_Item_Applicability","Cost_Value","Aid_Year"
"Food and Housing On","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2024-2025_FULL_TIME","FULL_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","FIXED","coa/CostValue/2025/HousingStatusOn.groovy","2024-2025"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2024-2025_FULL_TIME","FULL_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","FIXED","140","2024-2025"
"Tuition","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2024-2025_FULL_TIME","FULL_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2024-2025"
"Food and Housing Off","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","coa/CostValue/2025/HousingStatusOff.groovy","2024-2025"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","650","2024-2025"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","150","2024-2025"
"Books","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2024-2025"
"Food and Housing On","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","FIXED","coa/CostValue/2025/HousingStatusOn.groovy","2024-2025"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","FIXED","140","2024-2025"
"Tuition","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2024-2025"
"Food and Housing Off","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","coa/CostValue/2025/HousingStatusOff.groovy","2024-2025"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","650","2024-2025"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","150","2024-2025"
"Books","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2024-2025"
"Food and Housing On","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","FIXED","coa/CostValue/2025/HousingStatusOn.groovy","2024-2025"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","FIXED","140","2024-2025"
"Tuition","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2024-2025"
"Food and Housing Off","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","0","2024-2025"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","0","2024-2025"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","0","2024-2025"
"Books","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2024-2025"
"Food and Housing On","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","FIXED","0","2024-2025"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","FIXED","0","2024-2025"
"Tuition","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2024-2025"
"Food and Housing Off","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","coa/CostValue/2025/HousingStatusOff.groovy","2024-2025"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","650","2024-2025"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","150","2024-2025"
"Books","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2024-2025"
"Food and Housing On","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","FIXED","coa/CostValue/2025/HousingStatusOn.groovy","2024-2025"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","FIXED","140","2024-2025"
"Tuition","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2024-2025"
"Food and Housing Off","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_FULL_TIME","FULL_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","coa/CostValue/2025/HousingStatusOff.groovy","2024-2025"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_FULL_TIME","FULL_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","650","2024-2025"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_FULL_TIME","FULL_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","150","2024-2025"
"Books","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_FULL_TIME","FULL_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2024-2025"
"Food and Housing On","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_FULL_TIME","FULL_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","FIXED","coa/CostValue/2025/HousingStatusOn.groovy","2024-2025"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_FULL_TIME","FULL_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","FIXED","140","2024-2025"
"Tuition","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_FULL_TIME","FULL_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2024-2025"
"Food and Housing Off","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","coa/CostValue/2025/HousingStatusOff.groovy","2024-2025"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","650","2024-2025"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","150","2024-2025"
"Books","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2024-2025"
"Food and Housing On","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","FIXED","coa/CostValue/2025/HousingStatusOn.groovy","2024-2025"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","FIXED","140","2024-2025"
"Tuition","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2024-2025"
"Food and Housing Off","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","coa/CostValue/2025/HousingStatusOff.groovy","2024-2025"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","650","2024-2025"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","150","2024-2025"
"Books","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2024-2025"
"Food and Housing On","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","FIXED","coa/CostValue/2025/HousingStatusOn.groovy","2024-2025"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","FIXED","140","2024-2025"
"Tuition","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2024-2025"
"Food and Housing Off","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","0","2024-2025"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","0","2024-2025"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","0","2024-2025"
"Books","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2024-2025"
"Food and Housing On","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","FIXED","0","2024-2025"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","FIXED","0","2024-2025"
"Tuition","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2024-2025"
"Food and Housing Off","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","coa/CostValue/2025/HousingStatusOff.groovy","2024-2025"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","650","2024-2025"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","150","2024-2025"
"Books","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2024-2025"
"Food and Housing On","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","FIXED","coa/CostValue/2025/HousingStatusOn.groovy","2024-2025"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","FIXED","140","2024-2025"
"Tuition","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2024-2025"
"Food and Housing Off","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_FULL_TIME","FULL_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","coa/CostValue/2025/HousingStatusOff.groovy","2024-2025"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_FULL_TIME","FULL_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","650","2024-2025"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_FULL_TIME","FULL_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","150","2024-2025"
"Books","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_FULL_TIME","FULL_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2024-2025"
"Food and Housing On","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_FULL_TIME","FULL_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","FIXED","coa/CostValue/2025/HousingStatusOn.groovy","2024-2025"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_FULL_TIME","FULL_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","FIXED","140","2024-2025"
"Tuition","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_FULL_TIME","FULL_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2024-2025"
"Food and Housing Off","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","coa/CostValue/2025/HousingStatusOff.groovy","2024-2025"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","650","2024-2025"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","150","2024-2025"
"Books","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2024-2025"
"Food and Housing On","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","FIXED","coa/CostValue/2025/HousingStatusOn.groovy","2024-2025"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","FIXED","140","2024-2025"
"Tuition","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_HALF_TIME","HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2024-2025"
"Food and Housing Off","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","coa/CostValue/2025/HousingStatusOff.groovy","2024-2025"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","650","2024-2025"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","150","2024-2025"
"Books","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2024-2025"
"Food and Housing On","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","FIXED","coa/CostValue/2025/HousingStatusOn.groovy","2024-2025"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","FIXED","140","2024-2025"
"Tuition","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2024-2025"
"Food and Housing Off","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","0","2024-2025"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","0","2024-2025"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","0","2024-2025"
"Books","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2024-2025"
"Food and Housing On","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","FIXED","0","2024-2025"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","FIXED","0","2024-2025"
"Tuition","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2024-2025"
"Food and Housing Off","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","coa/CostValue/2025/HousingStatusOff.groovy","2024-2025"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","650","2024-2025"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","150","2024-2025"
"Books","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2024-2025"
"Food and Housing On","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","FIXED","coa/CostValue/2025/HousingStatusOn.groovy","2024-2025"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","FIXED","140","2024-2025"
"Tuition","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2024-2025_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2024-2025"
"Food and Housing Off","BUDGET","ONLINE_DOCTORAL_2024-2025_FULL_TIME","FULL_TIME","DOCTORAL","ONLINE","","BUDGET","FIXED","coa/CostValue/2025/HousingStatusOff.groovy","2024-2025"
"Personal Miscellaneous","BUDGET","ONLINE_DOCTORAL_2024-2025_FULL_TIME","FULL_TIME","DOCTORAL","ONLINE","","BUDGET","FIXED","650","2024-2025"
"Transportation Costs","BUDGET","ONLINE_DOCTORAL_2024-2025_FULL_TIME","FULL_TIME","DOCTORAL","ONLINE","","BUDGET","FIXED","150","2024-2025"
"Books","STANDARD","ONLINE_DOCTORAL_2024-2025_FULL_TIME","FULL_TIME","DOCTORAL","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2024-2025"
"Food and Housing On","STANDARD","ONLINE_DOCTORAL_2024-2025_FULL_TIME","FULL_TIME","DOCTORAL","ONLINE","","STANDARD","FIXED","coa/CostValue/2025/HousingStatusOn.groovy","2024-2025"
"Resource Fee","STANDARD","ONLINE_DOCTORAL_2024-2025_FULL_TIME","FULL_TIME","DOCTORAL","ONLINE","","STANDARD","FIXED","140","2024-2025"
"Tuition","STANDARD","ONLINE_DOCTORAL_2024-2025_FULL_TIME","FULL_TIME","DOCTORAL","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2024-2025"
"Food and Housing Off","BUDGET","ONLINE_DOCTORAL_2024-2025_HALF_TIME","HALF_TIME","DOCTORAL","ONLINE","","BUDGET","FIXED","coa/CostValue/2025/HousingStatusOff.groovy","2024-2025"
"Personal Miscellaneous","BUDGET","ONLINE_DOCTORAL_2024-2025_HALF_TIME","HALF_TIME","DOCTORAL","ONLINE","","BUDGET","FIXED","650","2024-2025"
"Transportation Costs","BUDGET","ONLINE_DOCTORAL_2024-2025_HALF_TIME","HALF_TIME","DOCTORAL","ONLINE","","BUDGET","FIXED","150","2024-2025"
"Books","STANDARD","ONLINE_DOCTORAL_2024-2025_HALF_TIME","HALF_TIME","DOCTORAL","ONLINE","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2024-2025"
"Food and Housing On","STANDARD","ONLINE_DOCTORAL_2024-2025_HALF_TIME","HALF_TIME","DOCTORAL","ONLINE","","STANDARD","FIXED","coa/CostValue/2025/HousingStatusOn.groovy","2024-2025"
